id,source,record_type,degree_injury_cd,degree_injury,date,year,mine_id,coal_metal,subunit,classification,accident_type,activity,injury_source,nature_injury,body_part,days_lost,no_injuries,mining_equipment,is_oilgas,oilgas_score,oilgas_terms,actual_injury,actual_fatality,narrative,narrative_words,text,is_duplicate,duplicate_of,dup_kind,duplicate_ids,split_hint
msha_000185,msha,no_injury_event,00,ACCIDENT ONLY,2021-03-01,2021,4404856,C,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,Wire burned or broken off the #1 pump Contactor for the Horn Mountain Hoist braking system,16,Wire burned or broken off the #1 pump Contactor for the Horn Mountain Hoist braking system,False,,,,train_candidate
msha_000194,msha,no_injury_event,00,ACCIDENT ONLY,2025-11-10,2025,4609028,C,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,F-Mine elevator was down due to intermittent faults. No employees were on the elevator. This incident was immediately reported.,19,F-Mine elevator was down due to intermittent faults. No employees were on the elevator. This incident was immediately reported.,False,,,,train_candidate
msha_000203,msha,no_injury_event,00,ACCIDENT ONLY,2019-07-24,2019,4800977,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,Smoke was discovered in the 6W coal pit at the top edge of the coal face. The smoke was not extinguished in 30 minutes. No miners or mine equipment were at risk during this event.,35,Smoke was discovered in the 6W coal pit at the top edge of the coal face. The smoke was not extinguished in 30 minutes. No miners or mine equipment were at risk during this event.,False,,,"[""msha_001254"", ""msha_006565"", ""msha_006651""]",train_candidate
msha_000204,msha,no_injury_event,00,ACCIDENT ONLY,2024-06-27,2024,4801034,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,Smoker was identified in Area 8. No personnel or resources at risk.,12,Smoker was identified in Area 8. No personnel or resources at risk.,False,,,"[""msha_003936""]",train_candidate
msha_000205,msha,no_injury_event,00,ACCIDENT ONLY,2025-09-15,2025,4801200,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,We had a Smoker on our Anderson coal seam bench. We got our RTD working on getting them out.,19,We had a Smoker on our Anderson coal seam bench. We got our RTD working on getting them out.,False,,,,train_candidate
msha_000209,msha,no_injury_event,00,ACCIDENT ONLY,2026-01-16,2026,5001616,M,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Trucks, Service truck, Utility truck, Pickup, Water truck, Fuel truck",False,0,[],False,False,"Until the fire investigation is complete, we are unable to determine the cause of the fire to the truck.",19,"Until the fire investigation is complete, we are unable to determine the cause of the fire to the truck.",False,,,,train_candidate
msha_000214,msha,no_injury_event,00,ACCIDENT ONLY,2020-08-08,2020,0200001,M,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,"A brush fire started along the railroad tracks adjacent to the facility (on mine property but not part of the mining operation) as the Railroad company was moving rail cars. Fire discovered at 12:23. Reported to MSHA 800# (not extinguished in 30 min) @ 12:56. Fire extinguished at 13:35. Fire did not make it into the plant. No injuries, no plant equipment involved.",63,"A brush fire started along the railroad tracks adjacent to the facility (on mine property but not part of the mining operation) as the Railroad company was moving rail cars. Fire discovered at 12:23. Reported to MSHA 800# (not extinguished in 30 min) @ 12:56. Fire extinguished at 13:35. Fire did not make it into the plant. No injuries, no plant equipment involved.",False,,,,train_candidate
msha_000215,msha,no_injury_event,00,ACCIDENT ONLY,2019-06-23,2019,0200024,M,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Shovel, Power shovel, Backhoe, Trackhoe, Dragline - Big Muskie",False,0,[],False,False,"An employee was air arcing a two and a half inch crack on the front hoist lug. They began welding and another employee noticed smoke, and they evacuated the shovel. Employees were not injured and no damage was found to the shovel.",42,"An employee was air arcing a two and a half inch crack on the front hoist lug. They began welding and another employee noticed smoke, and they evacuated the shovel. Employees were not injured and no damage was found to the shovel.",False,,,,train_candidate
msha_000225,msha,fatal,01,FATALITY,2025-12-10,2025,0801282,M,"STRIP, QUARY, OPEN PIT",MACHINERY,Drowning,"Power shovel, Dragline",SURFACE MINING MACHINES,"SUFFOC,SMOK INHILAT,DROWN",BODY SYSTEMS,,2,"Shovel, Power shovel, Backhoe, Trackhoe, Dragline - Big Muskie",False,0,[],True,True,EE died after the dragline EE was operating slid into a water-filled pit.,13,EE died after the dragline EE was operating slid into a water-filled pit.,False,,,"[""msha_004293""]",train_candidate
msha_000229,msha,no_injury_event,00,ACCIDENT ONLY,2023-05-09,2023,1000088,M,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,A lightning strike caused one of our main Avista (Power Company) transformer to break down. We lost all power to the site and could not operate the Silver Shaft Hoist.,30,A lightning strike caused one of our main Avista (Power Company) transformer to break down. We lost all power to the site and could not operate the Silver Shaft Hoist.,False,,,,train_candidate
msha_000232,msha,no_injury_event,00,ACCIDENT ONLY,2024-08-27,2024,1103143,C,MILL OPERATION/PREPARATION PLANT,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,A hot spot was discovered on the northwest side of the PE clean coal pile. No one was injured. The affected material is being moved from the property.,28,A hot spot was discovered on the northwest side of the PE clean coal pile. No one was injured. The affected material is being moved from the property.,False,,,,train_candidate
msha_000233,msha,no_injury_event,00,ACCIDENT ONLY,2019-02-04,2019,1103147,C,SURFACE AT UNDERGROUND,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,"This is being reported due to citation #9192713, issued on 2-11-19. A hot spot occurred on the west side of the raw coal pile at the Prairie Eagle East portal.",30,"This is being reported due to citation #9192713, issued on 2-11-19. A hot spot occurred on the west side of the raw coal pile at the Prairie Eagle East portal.",False,,,,train_candidate
msha_000235,msha,permanent_impairment,02,PERM TOT OR PERM PRTL DISABLTY,2023-04-13,2023,1200136,M,MILL OPERATION/PREPARATION PLANT,MACHINERY,"Caught in, under or between a moving and a stationary object","Crusher, Breaker","DRIL-PRCUSV,HRD ROC,JKHMR",AMPUTATION OR ENUCLEATION,FINGER(S)/THUMB,16,1,"Rock drill, Jackleg, Airleg, Drifter, Stoper, Buzzy, Jackhammer",False,0,[],True,False,A miner was looking down inside the Jaw to guide the operator of the rock hammer down onto the rock that was stuck. The rock breaker slipped off of the rock causing it to strike the right hand of the miner in between the back of the jaw crusher and the hammer while guiding the hammer into place. A severe hand injury occurred resulting in the loss of 3 fingers.,70,A miner was looking down inside the Jaw to guide the operator of the rock hammer down onto the rock that was stuck. The rock breaker slipped off of the rock causing it to strike the right hand of the miner in between the back of the jaw crusher and the hammer while guiding the hammer into place. A severe hand injury occurred resulting in the loss of 3 fingers.,False,,,,train_candidate
msha_000253,msha,no_injury_event,00,ACCIDENT ONLY,2024-01-06,2024,2003356,M,MILL OPERATION/PREPARATION PLANT,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Milling machinery, Block press, Ballast machine",False,0,[],False,False,The oil for the Girth Gear caught fire. Employees slowed the Kiln down and got the fire out. The Girth Gear is encased in steel. Once the fire was out employees removed the guarding and cleaned it out.,38,The oil for the Girth Gear caught fire. Employees slowed the Kiln down and got the fire out. The Girth Gear is encased in steel. Once the fire was out employees removed the guarding and cleaned it out.,False,,,,train_candidate
msha_000259,msha,permanent_impairment,02,PERM TOT OR PERM PRTL DISABLTY,2023-11-28,2023,2401490,M,SURFACE AT UNDERGROUND,MACHINERY,Struck by... NEC,Hand tools (powered),POWER SAW,AMPUTATION OR ENUCLEATION,FINGER(S)/THUMB,27,1,Hand tools (powered),False,0,[],True,False,Employee cut left middle finger tip off while using an electric skill saw cutting a piece of plywood standing vertical when saw blade made contact with finger.,27,Employee cut left middle finger tip off while using an electric skill saw cutting a piece of plywood standing vertical when saw blade made contact with finger.,False,,,,train_candidate
msha_000260,msha,no_injury_event,00,ACCIDENT ONLY,2024-09-03,2024,2401747,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,"Employees were at the scene when the event occurred, and the fire was quickly extinguished, less than half an hour. When investigating the event, the bag house was found to have a faulty level indicator not allowing the system to work correctly and dump the coal dust on the belt.",50,"Employees were at the scene when the event occurred, and the fire was quickly extinguished, less than half an hour. When investigating the event, the bag house was found to have a faulty level indicator not allowing the system to work correctly and dump the coal dust on the belt.",False,,,,train_candidate
msha_000261,msha,no_injury_event,00,ACCIDENT ONLY,2020-08-07,2020,2401879,M,UNDERGROUND,EXPLOSIVES AND BREAKING AGENTS,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,A panel round was shot out of sequence at the end of shift which caused blast smoke to travel up the 685 ramp exposing the miners in the area to the blast smoke.,33,A panel round was shot out of sequence at the end of shift which caused blast smoke to travel up the 685 ramp exposing the miners in the area to the blast smoke.,False,,,,train_candidate
msha_000264,msha,fatal,01,FATALITY,2022-03-04,2022,2602007,M,"STRIP, QUARY, OPEN PIT",MACHINERY,Struck against a moving object,Bulldozer,SURFACE MINING MACHINES,MULTIPLE INJURIES,"HEAD,NEC",,1,"Bulldozer, Dozer, Crawler tractor, Push cat",False,0,[],True,True,"Dozer was supposed to be pushing into slot to push out to loader on top Bench, EE slid off top bench onto a shelf that was bermed off, EE then pushed a large rock over the edge and stopped. EE moved forward and slid off shelf blade first and landed on blade, EE rolled to the right and off shelf then flipped 3 times and landed on top of cab on the ground.",73,"Dozer was supposed to be pushing into slot to push out to loader on top Bench, EE slid off top bench onto a shelf that was bermed off, EE then pushed a large rock over the edge and stopped. EE moved forward and slid off shelf blade first and landed on blade, EE rolled to the right and off shelf then flipped 3 times and landed on top of cab on the ground.",False,,,,train_candidate
msha_000268,msha,no_injury_event,00,ACCIDENT ONLY,2023-04-14,2023,3000075,M,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,Around 2pm a CSX freight train caused fires in the surrounding areas along the tracks due to a locked up wheel. Around 6:10pm the fires made their way to mine property. No injuries or major damage occurred on mine property but the brush fire burned semi controlled for longer than 30 minutes. MSHA was called at 6:34pm.,57,Around 2pm a CSX freight train caused fires in the surrounding areas along the tracks due to a locked up wheel. Around 6:10pm the fires made their way to mine property. No injuries or major damage occurred on mine property but the brush fire burned semi controlled for longer than 30 minutes. MSHA was called at 6:34pm.,False,,,,train_candidate
msha_000281,msha,permanent_impairment,02,PERM TOT OR PERM PRTL DISABLTY,2022-10-28,2022,3401289,M,MILL OPERATION/PREPARATION PLANT,MACHINERY,"Caught in, under or between running or meshing objects",Mill equipment,"MACHINE-MILL,CLEANING PLT",AMPUTATION OR ENUCLEATION,FINGER(S)/THUMB,40,1,"Milling machinery, Block press, Ballast machine",False,0,[],True,False,Was feeding a steel strap into a rolling machine and the glove on left hand was caught by the roller and pulled in. The ring finger on left hand was crushed up to the first joint and removed by Doctor at the first joint.,44,Was feeding a steel strap into a rolling machine and the glove on left hand was caught by the roller and pulled in. The ring finger on left hand was crushed up to the first joint and removed by Doctor at the first joint.,False,,,,train_candidate
